Sales Report,,,,,,,,,,,,,,,,,
Date,Day,Sales Rep,Product,Units, Price ,Total Sales,City,Region,,,,,,,,,
10 July 2038,Thursday,Johanna  Boone,Nestle Smarties Pop-Up,2,470.00,940,Mysore,South,,,,,,,,,
11 July 2038,Friday,Charlie  Wood,Nestle Smarties Pop-Up,2,378.00,756,Agra,North,,,,,,,,,
12 July 2038,Saturday,Ruben  Nunez,Nestle Kit Kat Cone,3,200.00,600,Ahmedabad,West,,,,,,,,,
13 July 2038,Sunday,Isabel  Cross,Nestle Kit Kat Cone,2,499.00,998,Ranchi,East,,,,,,,,,
14 July 2038,Monday,Jaime  Pearson,Nestle Milky Bar Stick,3,210.00,630,Jodhpur,North,,,,,,,,,
15 July 2038,Tuesday,Sandra  Floyd,Nestle Rowntree Screamers,3,226.00,678,Nainital,North,,,,,,,,,
16 July 2038,Wednesday,Cindy  Becker,Nestle Smarties Pop-Up,3,127.00,381,Bangalore,South,,,,,,,,,
17 July 2038,Thursday,Isabel  Cross,Nestle Aero Mint Potz,3,214.00,642,Ranchi,East,,,,,,,,,
18 July 2038,Friday,Sandra  Floyd,Nestle Smarties Pop-Up,2,394.00,788,Nainital,North,,,,,,,,,
19 July 2038,Saturday,Jenny  Garcia,Nestle Toffee Crumble,2,111.00,222,Shimla,North,,,,,,,,,
20 July 2038,Sunday,Robert  Munoz,Nestle Maxibon Cookie,12,402.00,4824,Delhi,North,,,,,,,,,
21 July 2038,Monday,Della  Jensen,Nestle Aero Mint Potz,1,334.00,334,Patna,East,,,,,,,,,
22 July 2038,Tuesday,Trevor  Jones,Nestle Rowntree Fruit Pastil,3,242.00,726,Pune,West,,,,,,,,,
23 July 2038,Wednesday,Pauline  Beck,Nestle Rolo Potz,3,410.00,1230,Pune,West,,,,,,,,,
24 July 2038,Thursday,Max  Rodgers,Nestle Maxibon Cookie,3,416.00,1248,Nagpur,West,,,,,,,,,
25 July 2038,Friday,Cassandra  Franklin,Nestle Milky Bar Stick,1,312.00,312,Delhi,North,,,,,,,,,
26 July 2038,Saturday,Lee  Mack,Nestle Toffee Crumble,2,218.00,436,Delhi,North,,,,,,,,,
27 July 2038,Sunday,Robert  Munoz,Nestle Smarties Pop-Up,4,175.00,700,Delhi,North,,,,,,,,,
28 July 2038,Monday,Salvador  Bass,Nestle Nobbly Bobbly,2,289.00,578,Goa,West,,,,,,,,,
29 July 2038,Tuesday,Billie  Chandler,Nestle Milky Bar Stick,1,138.00,138,Surat,West,,,,,,,,,
30 July 2038,Wednesday,Cindy  Becker,Nestle Aero Mint Potz,3,407.00,1221,Bangalore,South,,,,,,,,,
31 July 2038,Thursday,Pauline  Beck,Nestle Aero Mint Potz,3,327.00,981,Pune,West,,,,,,,,,
01 August 2038,Friday,Cassandra  Franklin,Nestle Milky Bar Stick,2,335.00,670,Delhi,North,,,,,,,,,
02 August 2038,Saturday,Patty  Thompson,Nestle Smarties Pop-Up,2,448.00,896,Mumbai,West,,,,,,,,,
03 August 2038,Sunday,Arturo  Francis,Nestle Smarties Pop-Up,1,322.00,322,Ranchi,East,,,,,,,,,
04 August 2038,Monday,Sylvester  Morales,Nestle Rowntree Fruit Pastil,1,149.00,149,Mumbai,West,,,,,,,,,
05 August 2038,Tuesday,Felicia  Jennings,Nestle Rolo Potz,3,478.00,1434,Pune,West,,,,,,,,,
06 August 2038,Wednesday,Isabel  Cross,Nestle Kit Kat Cone,1,472.00,472,Ranchi,East,,,,,,,,,
07 August 2038,Thursday,Allan  Ramos,Nestle Fab,2,362.00,724,Jodhpur,North,,,,,,,,,
08 August 2038,Friday,Dan  Peterson,Nestle Rowntree Fruit Pastil,1,492.00,492,Shimla,North,,,,,,,,,
09 August 2038,Saturday,Cindy  Becker,Nestle Smarties Pop-Up,3,228.00,684,Bangalore,South,,,,,,,,,
10 August 2038,Sunday,Guillermo  Potter,Nestle Milky Bar Stick,2,222.00,444,Nainital,North,,,,,,,,,
11 August 2038,Monday,Austin  Reynolds,Nestle Milky Bar Stick,2,426.00,852,Kolkata,East,,,,,,,,,
12 August 2038,Tuesday,Sandra  Floyd,Nestle Rowntree Fruit Pastil,16,386.00,6176,Nainital,North,,,,,,,,,
13 August 2038,Wednesday,Max  Rodgers,Nestle Maxibon Cookie,2,287.00,574,Nagpur,West,,,,,,,,,
14 August 2038,Thursday,Blake  Bridges,Nestle Aero Mint Potz,23,391.00,8993,Cochin,South,,,,,,,,,
15 August 2038,Friday,Drew  Rogers,Nestle Milky Bar Stick,3,169.00,507,Delhi,North,,,,,,,,,
16 August 2038,Saturday,Drew  Rogers,Nestle Milky Bar Stick,16,147.00,2352,Delhi,North,,,,,,,,,
17 August 2038,Sunday,Iris  Underwood,Nestle Milky Bar Stick,1,156.00,156,Pune,West,,,,,,,,,
18 August 2038,Monday,Jaime  Pearson,Nestle Rolo Potz,3,219.00,657,Jodhpur,North,,,,,,,,,
19 August 2038,Tuesday,Robert  Munoz,Nestle Fab,2,208.00,416,Delhi,North,,,,,,,,,
20 August 2038,Wednesday,Robert  Munoz,Nestle Smarties Pop-Up,3,254.00,762,Delhi,North,,,,,,,,,
21 August 2038,Thursday,Eric  Rose,Nestle Fab,2,162.00,324,Mumbai,West,,,,,,,,,
22 August 2038,Friday,Brooke  Horton,Nestle Rowntree Fruit Pastil,2,480.00,960,Nainital,North,,,,,,,,,
23 August 2038,Saturday,Christy  Olson,Nestle Fab,11,391.00,4301,Surat,West,,,,,,,,,
24 August 2038,Sunday,Allan  Ramos,Nestle Smarties Pop-Up,3,469.00,1407,Jodhpur,North,,,,,,,,,
25 August 2038,Monday,Ruben  Nunez,Nestle Fab,3,151.00,453,Ahmedabad,West,,,,,,,,,
26 August 2038,Tuesday,Lula  Daniels,Nestle Smarties Pop-Up,1,391.00,391,Nainital,North,,,,,,,,,
27 August 2038,Wednesday,Brooke  Horton,Nestle Smarties Pop-Up,3,432.00,1296,Nainital,North,,,,,,,,,
28 August 2038,Thursday,Lance  Yates,Nestle Rowntree Fruit Pastil,5,235.00,1175,Srinagar,North,,,,,,,,,
29 August 2038,Friday,Kyle  Carr,Nestle Toffee Crumble,1,225.00,225,Delhi,North,,,,,,,,,
30 August 2038,Saturday,Ernest  Davis,Nestle Aero Mint Potz,1,187.00,187,Mumbai,West,,,,,,,,,
31 August 2038,Sunday,Ruben  Nunez,Nestle Rowntree Fruit Pastil,2,391.00,782,Ahmedabad,West,,,,,,,,,
01 September 2038,Monday,Elaine  Ellis,Nestle Smarties Pop-Up,1,328.00,328,Hyderabad,South,,,,,,,,,
02 September 2038,Tuesday,Eric  Rose,Nestle Fab,3,353.00,1059,Mumbai,West,,,,,,,,,
03 September 2038,Wednesday,Jenny  Garcia,Nestle Aero Mint Potz,2,392.00,784,Shimla,North,,,,,,,,,
04 September 2038,Thursday,Lynette  Brewer,Nestle Milky Bar Stick,2,280.00,560,Varanasi,North,,,,,,,,,
05 September 2038,Friday,Rachel  Gomez,Nestle Toffee Crumble,2,455.00,910,Delhi,North,,,,,,,,,
06 September 2038,Saturday,Lynette  Brewer,Nestle Milky Bar Stick,7,431.00,3017,Varanasi,North,,,,,,,,,
07 September 2038,Sunday,Elbert  Klein,Nestle Smarties Pop-Up,1,292.00,292,Cochin,South,,,,,,,,,
08 September 2038,Monday,Donna  Reid,Nestle Aero Mint Potz,2,393.00,786,Goa,West,,,,,,,,,
09 September 2038,Tuesday,Sylvester  Morales,Nestle Milky Bar Stick,2,271.00,542,Mumbai,West,,,,,,,,,
10 September 2038,Wednesday,Cecilia  Manning,Nestle Smarties Pop-Up,3,203.00,609,Trivandrum,South,,,,,,,,,
11 September 2038,Thursday,Lula  Daniels,Nestle Smarties Pop-Up,3,424.00,1272,Nainital,North,,,,,,,,,
12 September 2038,Friday,Edwin  Malone,Nestle Aero Mint Potz,2,297.00,594,Kolkata,East,,,,,,,,,
13 September 2038,Saturday,Trevor  Jones,Nestle Fab,1,185.00,185,Pune,West,,,,,,,,,
14 September 2038,Sunday,Elaine  Ellis,Nestle Rowntree Fruit Pastil,3,315.00,945,Hyderabad,South,,,,,,,,,
15 September 2038,Monday,Rachel  Gomez,Nestle Aero Mint Potz,3,318.00,954,Delhi,North,,,,,,,,,
16 September 2038,Tuesday,Eddie  Green,Nestle Smarties Pop-Up,1,435.00,435,Durgapur,East,,,,,,,,,
17 September 2038,Wednesday,Salvador  Bass,Nestle Aero Mint Potz,1,112.00,112,Goa,West,,,,,,,,,
18 September 2038,Thursday,Donna  Reid,Nestle Smarties Pop-Up,2,479.00,958,Goa,West,,,,,,,,,
19 September 2038,Friday,Salvador  Bass,Nestle Fab,1,249.00,249,Goa,West,,,,,,,,,
20 September 2038,Saturday,Tiffany  May,Nestle Smarties Pop-Up,1,115.00,115,Agra,North,,,,,,,,,
21 September 2038,Sunday,Della  Jensen,Nestle Fab,3,151.00,453,Patna,East,,,,,,,,,
22 September 2038,Monday,Salvador  Bass,Nestle Milky Bar Stick,2,410.00,820,Goa,West,,,,,,,,,
23 September 2038,Tuesday,Cindy  Becker,Nestle Smarties Pop-Up,2,103.00,206,Bangalore,South,,,,,,,,,
24 September 2038,Wednesday,Lee  Mack,Nestle Toffee Crumble,18,475.00,8550,Delhi,North,,,,,,,,,
25 September 2038,Thursday,Max  Rodgers,Nestle Fab,1,494.00,494,Nagpur,West,,,,,,,,,
26 September 2038,Friday,Robert  Munoz,Nestle Aero Mint Potz,1,120.00,120,Delhi,North,,,,,,,,,
27 September 2038,Saturday,Bethany  Pena,Nestle Aero Mint Potz,2,380.00,760,Nagpur,West,,,,,,,,,
28 September 2038,Sunday,Ruben  Nunez,Nestle Milky Bar Stick,2,224.00,448,Ahmedabad,West,,,,,,,,,
29 September 2038,Monday,Fernando  Rowe,Nestle Maxibon Cookie,3,284.00,852,Ahmedabad,West,,,,,,,,,
30 September 2038,Tuesday,Beth  Tucker,Nestle Kit Kat Cone,3,147.00,441,Pune,West,,,,,,,,,
01 October 2038,Wednesday,Sylvester  Morales,Nestle Smarties Pop-Up,1,285.00,285,Mumbai,West,,,,,,,,,
02 October 2038,Thursday,Della  Jensen,Nestle Nobbly Bobbly,1,493.00,493,Patna,East,,,,,,,,,
03 October 2038,Friday,Bethany  Pena,Nestle Fab,2,426.00,852,Nagpur,West,,,,,,,,,
04 October 2038,Saturday,Elvira  Bowman,Nestle Rowntree Fruit Pastil,2,484.00,968,Srinagar,North,,,,,,,,,
05 October 2038,Sunday,Rachel  Gomez,Nestle Aero Mint Potz,1,151.00,151,Delhi,North,,,,,,,,,
06 October 2038,Monday,Trevor  Jones,Nestle Milky Bar Stick,18,108.00,1944,Pune,West,,,,,,,,,
07 October 2038,Tuesday,Donna  Reid,Nestle Rowntree Fruit Pastil,3,357.00,1071,Goa,West,,,,,,,,,
08 October 2038,Wednesday,Bethany  Pena,Nestle Aero Mint Potz,3,167.00,501,Nagpur,West,,,,,,,,,
09 October 2038,Thursday,Pauline  Beck,Nestle Fab,2,448.00,896,Pune,West,,,,,,,,,
10 October 2038,Friday,Jenny  Garcia,Nestle Milky Bar Stick,2,416.00,832,Shimla,North,,,,,,,,,
11 October 2038,Saturday,Cecilia  Manning,Nestle Rowntree Fruit Pastil,1,204.00,204,Trivandrum,South,,,,,,,,,
12 October 2038,Sunday,Peter  Hodges,Nestle Milky Bar Stick,1,484.00,484,Shimla,North,,,,,,,,,
13 October 2038,Monday,Ernest  Davis,Nestle Rowntree Fruit Pastil,2,390.00,780,Mumbai,West,,,,,,,,,
14 October 2038,Tuesday,Charlie  Wood,Nestle Nobbly Bobbly,1,280.00,280,Agra,North,,,,,,,,,
15 October 2038,Wednesday,Lance  Yates,Nestle Fab,1,278.00,278,Srinagar,North,,,,,,,,,
16 October 2038,Thursday,Bethany  Pena,Nestle Toffee Crumble,3,473.00,1419,Nagpur,West,,,,,,,,,
17 October 2038,Friday,Lula  Daniels,Nestle Rowntree Screamers,11,397.00,4367,Nainital,North,,,,,,,,,
18 October 2038,Saturday,Billie  Chandler,Nestle Rowntree Fruit Pastil,2,199.00,398,Surat,West,,,,,,,,,
19 October 2038,Sunday,Allan  Ramos,Nestle Fab,3,306.00,918,Jodhpur,North,,,,,,,,,
20 October 2038,Monday,Herman  Williams,Nestle Maxibon Cookie,2,142.00,284,Darjeeling,East,,,,,,,,,
21 October 2038,Tuesday,Lance  Yates,Nestle Aero Mint Potz,3,335.00,1005,Srinagar,North,,,,,,,,,
22 October 2038,Wednesday,Della  Jensen,Nestle Kit Kat Cone,3,314.00,942,Patna,East,,,,,,,,,
23 October 2038,Thursday,Beth  Tucker,Nestle Rowntree Fruit Pastil,3,116.00,348,Pune,West,,,,,,,,,
24 October 2038,Friday,Lula  Daniels,Nestle Fab,3,343.00,1029,Nainital,North,,,,,,,,,
25 October 2038,Saturday,Andrew  Meyer,Nestle Toffee Crumble,3,210.00,630,Mumbai,West,,,,,,,,,
26 October 2038,Sunday,Rachel  Gomez,Nestle Aero Mint Potz,3,369.00,1107,Delhi,North,,,,,,,,,
27 October 2038,Monday,Ivan  Adkins,Nestle Aero Mint Potz,2,344.00,688,Mumbai,West,,,,,,,,,
28 October 2038,Tuesday,Trevor  Jones,Nestle Fab,1,215.00,215,Pune,West,,,,,,,,,
29 October 2038,Wednesday,Cassandra  Franklin,Nestle Fab,3,386.00,1158,Delhi,North,,,,,,,,,
30 October 2038,Thursday,Cindy  Becker,Nestle Toffee Crumble,3,168.00,504,Bangalore,South,,,,,,,,,
31 October 2038,Friday,Marian  Hill,Nestle Fab,2,351.00,702,Trivandrum,South,,,,,,,,,
01 November 2038,Saturday,Ernest  Davis,Nestle Smarties Pop-Up,2,451.00,902,Mumbai,West,,,,,,,,,
02 November 2038,Sunday,Ellen  Weaver,Nestle Milky Bar Stick,2,382.00,764,Hyderabad,South,,,,,,,,,
03 November 2038,Monday,Cassandra  Franklin,Nestle Rolo Potz,3,374.00,1122,Delhi,North,,,,,,,,,
04 November 2038,Tuesday,Eddie  Green,Nestle Rolo Potz,4,325.00,1300,Durgapur,East,,,,,,,,,
05 November 2038,Wednesday,Joey  Wong,Nestle Aero Mint Potz,1,428.00,428,Goa,West,,,,,,,,,
06 November 2038,Thursday,Lorraine  Gibson,Nestle Maxibon Cookie,1,275.00,275,Kolkata,East,,,,,,,,,
07 November 2038,Friday,Jenny  Garcia,Nestle Toffee Crumble,3,223.00,669,Shimla,North,,,,,,,,,
08 November 2038,Saturday,Isabel  Cross,Nestle Aero Mint Potz,2,119.00,238,Ranchi,East,,,,,,,,,
09 November 2038,Sunday,Guillermo  Potter,Nestle Smarties Pop-Up,2,205.00,410,Nainital,North,,,,,,,,,
10 November 2038,Monday,Lance  Yates,Nestle Milky Bar Stick,24,456.00,10944,Srinagar,North,,,,,,,,,
11 November 2038,Tuesday,Max  Rodgers,Nestle Toffee Crumble,2,173.00,346,Nagpur,West,,,,,,,,,
12 November 2038,Wednesday,Austin  Reynolds,Nestle Maxibon Cookie,15,189.00,2835,Kolkata,East,,,,,,,,,
13 November 2038,Thursday,Elaine  Ellis,Nestle Fab,3,407.00,1221,Hyderabad,South,,,,,,,,,
14 November 2038,Friday,Max  Rodgers,Nestle Toffee Crumble,3,126.00,378,Nagpur,West,,,,,,,,,
15 November 2038,Saturday,Trevor  Jones,Nestle Rolo Potz,12,263.00,3156,Pune,West,,,,,,,,,
16 November 2038,Sunday,Jenny  Garcia,Nestle Aero Mint Potz,11,142.00,1562,Shimla,North,,,,,,,,,
17 November 2038,Monday,Christina  Fuller,Nestle Kit Kat Cone,2,491.00,982,Nagpur,West,,,,,,,,,
18 November 2038,Tuesday,Ellen  Weaver,Nestle Kit Kat Cone,1,159.00,159,Hyderabad,South,,,,,,,,,
19 November 2038,Wednesday,Ernest  Davis,Nestle Milky Bar Stick,3,290.00,870,Mumbai,West,,,,,,,,,
20 November 2038,Thursday,Tiffany  May,Nestle Fab,3,186.00,558,Agra,North,,,,,,,,,
21 November 2038,Friday,Sonya  Mullins,Nestle Milky Bar Stick,2,165.00,330,Kolkata,East,,,,,,,,,
22 November 2038,Saturday,Drew  Rogers,Nestle Milky Bar Stick,3,403.00,1209,Delhi,North,,,,,,,,,
23 November 2038,Sunday,Bobbie  Ryan,Nestle Rowntree Fruit Pastil,3,284.00,852,Darjeeling,East,,,,,,,,,
24 November 2038,Monday,Joey  Wong,Nestle Rowntree Screamers,1,168.00,168,Goa,West,,,,,,,,,
25 November 2038,Tuesday,Cecilia  Manning,Nestle Fab,3,483.00,1449,Trivandrum,South,,,,,,,,,
26 November 2038,Wednesday,Jenny  Garcia,Nestle Rolo Potz,3,381.00,1143,Shimla,North,,,,,,,,,
27 November 2038,Thursday,Donna  Reid,Nestle Rowntree Fruit Pastil,3,319.00,957,Goa,West,,,,,,,,,
28 November 2038,Friday,Iris  Underwood,Nestle Toffee Crumble,3,469.00,1407,Pune,West,,,,,,,,,
29 November 2038,Saturday,Arturo  Francis,Nestle Smarties Pop-Up,3,169.00,507,Ranchi,East,,,,,,,,,
30 November 2038,Sunday,Kyle  Carr,Nestle Kit Kat Cone,3,327.00,981,Delhi,North,,,,,,,,,
01 December 2038,Monday,Drew  Rogers,Nestle Aero Mint Potz,3,482.00,1446,Delhi,North,,,,,,,,,
02 December 2038,Tuesday,Brooke  Horton,Nestle Milky Bar Stick,3,445.00,1335,Nainital,North,,,,,,,,,
03 December 2038,Wednesday,Max  Rodgers,Nestle Maxibon Cookie,4,217.00,868,Nagpur,West,,,,,,,,,
04 December 2038,Thursday,Colleen  Warren,Nestle Toffee Crumble,2,329.00,658,Ahmedabad,West,,,,,,,,,
05 December 2038,Friday,Robert  Munoz,Nestle Fab,3,486.00,1458,Delhi,North,,,,,,,,,
06 December 2038,Saturday,Lee  Mack,Nestle Fab,3,321.00,963,Delhi,North,,,,,,,,,
07 December 2038,Sunday,Bobbie  Ryan,Nestle Rowntree Screamers,3,469.00,1407,Darjeeling,East,,,,,,,,,
08 December 2038,Monday,Max  Rodgers,Nestle Smarties Pop-Up,2,146.00,292,Nagpur,West,,,,,,,,,
09 December 2038,Tuesday,Lorraine  Gibson,Nestle Fab,25,281.00,7025,Kolkata,East,,,,,,,,,
10 December 2038,Wednesday,Drew  Rogers,Nestle Aero Mint Potz,8,448.00,3584,Delhi,North,,,,,,,,,
11 December 2038,Thursday,Cindy  Becker,Nestle Toffee Crumble,1,267.00,267,Bangalore,South,,,,,,,,,
12 December 2038,Friday,Drew  Rogers,Nestle Rowntree Screamers,2,324.00,648,Delhi,North,,,,,,,,,
13 December 2038,Saturday,Trevor  Jones,Nestle Rolo Potz,2,107.00,214,Pune,West,,,,,,,,,
14 December 2038,Sunday,Ellen  Weaver,Nestle Fab,17,391.00,6647,Hyderabad,South,,,,,,,,,
15 December 2038,Monday,Cassandra  Franklin,Nestle Maxibon Cookie,2,489.00,978,Delhi,North,,,,,,,,,
16 December 2038,Tuesday,Sylvester  Morales,Nestle Rolo Potz,2,320.00,640,Mumbai,West,,,,,,,,,
17 December 2038,Wednesday,Brooke  Horton,Nestle Maxibon Cookie,3,144.00,432,Nainital,North,,,,,,,,,
18 December 2038,Thursday,Pauline  Beck,Nestle Aero Mint Potz,3,411.00,1233,Pune,West,,,,,,,,,
19 December 2038,Friday,Brooke  Horton,Nestle Smarties Pop-Up,2,487.00,974,Nainital,North,,,,,,,,,
20 December 2038,Saturday,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,3,159.00,477,Delhi,North,,,,,,,,,
21 December 2038,Sunday,Charlie  Wood,Nestle Maxibon Cookie,2,391.00,782,Agra,North,,,,,,,,,
22 December 2038,Monday,Eddie  Green,Nestle Smarties Pop-Up,1,469.00,469,Durgapur,East,,,,,,,,,
23 December 2038,Tuesday,Beth  Tucker,Nestle Aero Mint Potz,7,207.00,1449,Pune,West,,,,,,,,,
24 December 2038,Wednesday,Max  Rodgers,Nestle Milky Bar Stick,13,340.00,4420,Nagpur,West,,,,,,,,,
25 December 2038,Thursday,Trevor  Jones,Nestle Maxibon Cookie,3,232.00,696,Pune,West,,,,,,,,,
26 December 2038,Friday,Ben  Perez,Nestle Nobbly Bobbly,2,182.00,364,Goa,West,,,,,,,,,
27 December 2038,Saturday,Beth  Tucker,Nestle Rowntree Fruit Pastil,3,337.00,1011,Pune,West,,,,,,,,,
28 December 2038,Sunday,Isabel  Cross,Nestle Fab,3,482.00,1446,Ranchi,East,,,,,,,,,
29 December 2038,Monday,Cecilia  Manning,Nestle Fab,2,453.00,906,Trivandrum,South,,,,,,,,,
30 December 2038,Tuesday,Cecilia  Manning,Nestle Toffee Crumble,1,457.00,457,Trivandrum,South,,,,,,,,,
31 December 2038,Wednesday,Beth  Tucker,Nestle Fab,2,370.00,740,Pune,West,,,,,,,,,
01 January 2039,Thursday,Tiffany  May,Nestle Kit Kat Cone,3,157.00,471,Agra,North,,,,,,,,,
02 January 2039,Friday,Salvador  Bass,Nestle Smarties Pop-Up,3,121.00,363,Goa,West,,,,,,,,,
03 January 2039,Saturday,Cassandra  Franklin,Nestle Rolo Potz,2,498.00,996,Delhi,North,,,,,,,,,
04 January 2039,Sunday,Sylvester  Morales,Nestle Milky Bar Stick,2,122.00,244,Mumbai,West,,,,,,,,,
05 January 2039,Monday,Trevor  Jones,Nestle Kit Kat Cone,3,430.00,1290,Pune,West,,,,,,,,,
06 January 2039,Tuesday,Don  Gonzales,Nestle Milky Bar Stick,2,211.00,422,Mysore,South,,,,,,,,,
07 January 2039,Wednesday,Lynette  Brewer,Nestle Milky Bar Stick,3,271.00,813,Varanasi,North,,,,,,,,,
08 January 2039,Thursday,Salvador  Bass,Nestle Maxibon Cookie,3,249.00,747,Goa,West,,,,,,,,,
09 January 2039,Friday,Sylvester  Morales,Nestle Toffee Crumble,2,215.00,430,Mumbai,West,,,,,,,,,
10 January 2039,Saturday,Andrew  Meyer,Nestle Nobbly Bobbly,1,485.00,485,Mumbai,West,,,,,,,,,
11 January 2039,Sunday,Guillermo  Potter,Nestle Smarties Pop-Up,2,248.00,496,Nainital,North,,,,,,,,,
12 January 2039,Monday,Kyle  Carr,Nestle Rolo Potz,1,371.00,371,Delhi,North,,,,,,,,,
13 January 2039,Tuesday,Elvira  Bowman,Nestle Toffee Crumble,3,198.00,594,Srinagar,North,,,,,,,,,
14 January 2039,Wednesday,Sandra  Floyd,Nestle Smarties Pop-Up,2,484.00,968,Nainital,North,,,,,,,,,
15 January 2039,Thursday,Ellen  Weaver,Nestle Aero Mint Potz,5,366.00,1830,Hyderabad,South,,,,,,,,,
16 January 2039,Friday,Arturo  Francis,Nestle Rowntree Fruit Pastil,2,115.00,230,Ranchi,East,,,,,,,,,
17 January 2039,Saturday,Della  Jensen,Nestle Milky Bar Stick,3,458.00,1374,Patna,East,,,,,,,,,
18 January 2039,Sunday,Beth  Tucker,Nestle Toffee Crumble,2,365.00,730,Pune,West,,,,,,,,,
19 January 2039,Monday,Dan  Peterson,Nestle Maxibon Cookie,1,189.00,189,Shimla,North,,,,,,,,,
20 January 2039,Tuesday,Lorraine  Gibson,Nestle Aero Mint Potz,2,228.00,456,Kolkata,East,,,,,,,,,
21 January 2039,Wednesday,Jenny  Garcia,Nestle Kit Kat Cone,2,170.00,340,Shimla,North,,,,,,,,,
22 January 2039,Thursday,Jenny  Garcia,Nestle Kit Kat Cone,3,493.00,1479,Shimla,North,,,,,,,,,
23 January 2039,Friday,Peter  Hodges,Nestle Rolo Potz,1,115.00,115,Shimla,North,,,,,,,,,
24 January 2039,Saturday,Shari  Silva,Nestle Fab,1,203.00,203,Mysore,South,,,,,,,,,
25 January 2039,Sunday,Iris  Underwood,Nestle Kit Kat Cone,3,344.00,1032,Pune,West,,,,,,,,,
26 January 2039,Monday,Marian  Hill,Nestle Aero Mint Potz,1,272.00,272,Trivandrum,South,,,,,,,,,
27 January 2039,Tuesday,Lynette  Brewer,Nestle Smarties Pop-Up,2,285.00,570,Varanasi,North,,,,,,,,,
28 January 2039,Wednesday,Shari  Silva,Nestle Milky Bar Stick,3,460.00,1380,Mysore,South,,,,,,,,,
29 January 2039,Thursday,Lula  Daniels,Nestle Rowntree Screamers,1,131.00,131,Nainital,North,,,,,,,,,
30 January 2039,Friday,Jaime  Pearson,Nestle Rowntree Screamers,1,190.00,190,Jodhpur,North,,,,,,,,,
31 January 2039,Saturday,Sandra  Floyd,Nestle Maxibon Cookie,2,500.00,1000,Nainital,North,,,,,,,,,
01 February 2039,Sunday,Marian  Hill,Nestle Rowntree Fruit Pastil,2,431.00,862,Trivandrum,South,,,,,,,,,
02 February 2039,Monday,Mable  Lindsey,Nestle Smarties Pop-Up,2,233.00,466,Ahmedabad,West,,,,,,,,,
03 February 2039,Tuesday,Christy  Olson,Nestle Fab,3,293.00,879,Surat,West,,,,,,,,,
04 February 2039,Wednesday,Marian  Hill,Nestle Rowntree Fruit Pastil,3,240.00,720,Trivandrum,South,,,,,,,,,
05 February 2039,Thursday,Blake  Bridges,Nestle Nobbly Bobbly,1,287.00,287,Cochin,South,,,,,,,,,
06 February 2039,Friday,Drew  Rogers,Nestle Toffee Crumble,2,314.00,628,Delhi,North,,,,,,,,,
07 February 2039,Saturday,Max  Rodgers,Nestle Fab,3,170.00,510,Nagpur,West,,,,,,,,,
08 February 2039,Sunday,Max  Rodgers,Nestle Maxibon Cookie,3,349.00,1047,Nagpur,West,,,,,,,,,
09 February 2039,Monday,Della  Jensen,Nestle Nobbly Bobbly,3,446.00,1338,Patna,East,,,,,,,,,
10 February 2039,Tuesday,Salvador  Bass,Nestle Fab,1,494.00,494,Goa,West,,,,,,,,,
11 February 2039,Wednesday,Mable  Lindsey,Nestle Rowntree Fruit Pastil,2,428.00,856,Ahmedabad,West,,,,,,,,,
12 February 2039,Thursday,Johanna  Boone,Nestle Smarties Pop-Up,1,385.00,385,Mysore,South,,,,,,,,,
13 February 2039,Friday,Sonya  Mullins,Nestle Aero Mint Potz,3,489.00,1467,Kolkata,East,,,,,,,,,
14 February 2039,Saturday,Della  Jensen,Nestle Fab,3,127.00,381,Patna,East,,,,,,,,,
15 February 2039,Sunday,Brooke  Horton,Nestle Smarties Pop-Up,3,296.00,888,Nainital,North,,,,,,,,,
16 February 2039,Monday,Salvador  Bass,Nestle Aero Mint Potz,2,277.00,554,Goa,West,,,,,,,,,
17 February 2039,Tuesday,Brooke  Horton,Nestle Toffee Crumble,1,418.00,418,Nainital,North,,,,,,,,,
18 February 2039,Wednesday,Billie  Chandler,Nestle Toffee Crumble,1,436.00,436,Surat,West,,,,,,,,,
19 February 2039,Thursday,Edwin  Malone,Nestle Smarties Pop-Up,3,385.00,1155,Kolkata,East,,,,,,,,,
20 February 2039,Friday,Guillermo  Potter,Nestle Kit Kat Cone,1,436.00,436,Nainital,North,,,,,,,,,
21 February 2039,Saturday,Trevor  Jones,Nestle Aero Mint Potz,3,230.00,690,Pune,West,,,,,,,,,
22 February 2039,Sunday,Elbert  Klein,Nestle Smarties Pop-Up,3,102.00,306,Cochin,South,,,,,,,,,
23 February 2039,Monday,Della  Jensen,Nestle Smarties Pop-Up,3,316.00,948,Patna,East,,,,,,,,,
24 February 2039,Tuesday,Ernest  Davis,Nestle Rolo Potz,21,155.00,3255,Mumbai,West,,,,,,,,,
25 February 2039,Wednesday,Nellie  Joseph,Nestle Fab,2,187.00,374,Patna,East,,,,,,,,,
26 February 2039,Thursday,Drew  Rogers,Nestle Nobbly Bobbly,3,299.00,897,Delhi,North,,,,,,,,,
27 February 2039,Friday,Billie  Chandler,Nestle Milky Bar Stick,2,224.00,448,Surat,West,,,,,,,,,
28 February 2039,Saturday,Trevor  Jones,Nestle Aero Mint Potz,2,131.00,262,Pune,West,,,,,,,,,
